2 / 3 / 3
2 / 2 / 2
1 / 1 / 1
1 / 1 / 1
1 / 1 / 1
1 / 2 / 3
1 / 1 / 1
3 / 3 / 3
0 / 0 / 0
1 / 1 / 1
2 / 2 / 2
1 / 3 / 4
0 / 1 / 1
1 / 1 / 1
2 / 3 / 3
3 / 3 / 3
6 / 6 / 8
3 / 3 / 3
4 / 9 / 10
28 / 29 / 29
1 / 1 / 1
1 / 1 / 1
1 / 1 / 1
0 / 1 / 1
3 / 3 / 3
1 / 1 / 1
1 / 1 / 1
3 / 3 / 3
1 / 1 / 1
3 / 4 / 4
0 / 0 / 0
2 / 2 / 2
1/1/1
1/1/1
6 / 8 / 8
2/2/2
2/3/3
1/1/1
7/7/7
5/9/8
2/5/5
5/5/5
13 / 13 / 19
0 / 3 / 3
8/23/12
2/2/2
1/1/1
7/7/7
0/0/0
3/3/3
1/1/1
2/2/2
3/3/5
6/9/6
3/6/6
3/3/3
2/6/4
1/1/1
7/8/8
0/1/0
0/1/0
1/1/1
2/2/2
1/1/1
2/2/2
1/1/1
0/2/0
2/8/3
2/2/2
2/3/3
3/3/3
1/8/4
3/4/4
0/1/0
1/1/1
3/3/3
4/4/4
3/3/3
3/3/3
3/3/3
2/2/2
1/1/1
0/1/1
0/1/0
1/1/1
3/3/3
1/1/1
4/6/4
2/2/2
1/1/1
1/1/1
1/1/1
0/0/0
1/1/1
27/27/27
5/13/5
1/1/1
0/0/0
0/0/0
0/0/0
0/0/0
1/1/1
0/0/0
0/0/0
0/0/0
1/5/3
1/1/1
3/3/3
1/1/1
1/1/1
1/1/2
1/1/1
0/0/0
1/1/1
1/2/3
1/1/1
1/1/1
2/2/2
1/1/1
0/3/0
1/1/1
1/2/3
0/2/0
1/1/2
1/1/1
1/4/2
1/1/1
1/2/1
0/1/0
1/1/1
5/5/6
1/1/1
3/8/7
4/4/4
